id,width,height,ionizationclass,FluxCompensation,pressure,karma,modulation,weight_in_kg,weight_in_g,error,error_type,Quality,reflectionScore,distortion,nicesness,multideminsionality
55,20.448803232998,100.862267888972,B,III,98.0242222388792,1007.34960776296,103.77678652506,42185.6229890274,42185622.9890274,yes,minor,97.8875806358599,706.611760874705,54.6834240241483,17.5965728256476,yes
56,21.3827537364573,101.116624740374,A,I,100.408161023328,1020.49971241669,101.568103795443,46242.5758032051,46242575.8032051,yes,minor,99.2967963439113,738.957575214286,53.0146127079552,23.1698615740181,yes
57,23.3964440802764,100.991922561344,B,IV,102.391176037026,982.471863344897,100.358104669798,55290.8237123315,55290823.7123315,yes,severe,97.148731392745,759.266002695279,50.9587139755001,22.7563332126418,no
58,20.4491644328954,103.323771481892,A,I,101.08861850536,910.665220676393,103.994086299572,43215.8811028707,43215881.1028707,yes,minor,97.4401206984078,657.418252537867,47.8581266173019,18.3080234378503,yes
59,5.03454958423533,97.889930775591,B,III,97.9841874543728,1050.48292258462,102.116266311042,2491.02458551321,2491024.58551321,no,None,97.5095731486398,711.047573775366,48.7230371691317,2.69517288870021,yes
60,21.4244147676533,103.01664937356,A,III,101.003090737746,1055.73267028457,99.0614758080324,47294.2951625353,47294295.1625353,yes,severe,98.4862739557888,732.057580725348,49.43630257019,21.519398971735,yes
61,18.1638267862951,99.3315826866899,C,II,103.618655875541,1047.77787183408,99.778950712786,32783.2232266287,32783223.2266287,no,None,94.6700547618736,680.526525857876,51.9023189093925,14.9039870033783,yes
62,20.926152824328,99.8700385123631,B,IV,97.9786782645902,1023.51761968033,99.3836457217342,43743.5263595327,43743526.3595327,no,None,97.0697234831971,684.368410895211,48.4863006037914,19.8285222492255,yes
63,22.9091186368275,100.162163077427,C,II,99.41303028203,1062.80531131356,95.9650415090652,52575.6293933738,52575629.3933738,no,None,99.1436858773314,660.203629064008,48.8576627137815,23.8492217095353,no
64,26.9986841364634,99.1035704089223,C,IV,100.653277656495,1031.15683972617,103.131025033561,72250.4701407704,72250470.1407704,no,None,99.2592985402317,697.941424673174,48.1674131857314,31.8417141979072,no
65,16.3635397026277,94.8923860994681,B,IV,98.5583776681089,980.447418232789,98.3616595612134,25420.7429535177,25420742.9535177,no,None,97.968658133209,680.720044206508,48.9252433444966,15.3997750398407,yes
66,26.5127131602207,99.374134929762,B,IV,98.9596645367611,908.689532222914,100.53768902928,69862.5538435413,69862553.8435413,no,None,98.4458423661005,664.505131937009,47.8128272941879,25.950347686898,yes
67,21.6792405987604,100.082766304081,B,III,102.974494018242,845.488110970686,102.410430201346,47047.895273559,47047895.273559,yes,critical,96.2319261236609,751.926110701514,53.8914141110857,26.2762965838609,no
68,25.1925304934881,96.5245438773248,A,III,103.334009600755,862.13206764077,98.27196659687,61270.1198509944,61270119.8509944,no,None,95.1552750338672,663.73812799774,49.4265003974998,26.6260288512122,no
69,24.6036428414532,101.099879319397,A,III,98.6610198694475,1086.03598488669,96.8403480624747,61208.9685614051,61208968.5614051,yes,severe,98.1573602521487,701.599193661898,50.1054899288546,28.0002781347277,no
70,23.6043908143343,98.8054526148134,C,III,103.685594637575,989.886757142624,95.0694185169633,55062.0189876303,55062018.9876303,no,None,95.5891191619349,702.740202237603,49.428926864302,21.3267605468393,no
71,14.7844053071607,102.895483612073,A,II,95.5024964749539,958.909256126726,96.6681846706146,22501.0311699849,22501031.1699849,yes,critical,94.7599596973235,716.692742069829,53.5217304673868,14.7031785095284,yes
72,19.5490680669465,100.529736228529,A,III,96.6580103911275,1068.45481985794,101.739271724984,38429.5228967723,38429522.8967723,yes,critical,94.882947427159,666.674172702288,52.3799800971883,20.2295271699142,yes
73,23.1175908099977,98.422434384435,B,II,100.276972276127,955.360782629729,101.461395886385,52608.9157744215,52608915.7744215,no,None,99.1144655680013,709.657379020606,48.4702951091209,22.8979777257539,no
74,15.2323832111383,100.335464441343,A,III,99.4163545733357,1142.26281398985,101.949919693481,23290.6644847104,23290664.4847104,yes,critical,98.872761197119,769.846699422434,53.5953246336742,13.3284151451635,yes
75,17.2858559271307,100.515166216403,C,III,100.495001674356,1085.64933841328,98.5028048217377,30043.5288144107,30043528.8144107,no,None,98.9684589059824,744.654339599142,49.3670545892899,16.7058542156684,yes
76,22.9049824884084,101.824094734901,A,IV,98.8444799822152,890.31708672896,101.028127811049,53430.3557881187,53430355.7881187,yes,severe,97.1663953829672,678.287903178845,53.2130318253248,17.8561893577887,no
77,23.840893689173,99.6862552348903,A,I,95.4346109968575,1049.01289248081,100.304325630668,56669.4976794715,56669497.6794715,yes,minor,94.9486044386683,691.515805726839,49.4616964575872,23.1880032677229,no
78,22.3188379427008,95.9332485831058,C,III,101.175521590513,889.204916808245,97.9433762301185,47796.8011498999,47796801.1498999,no,None,98.597090014857,708.998328392582,48.747434392775,24.9024968422202,no
79,15.5711185129516,97.4006683538428,C,I,99.2050267205162,1068.66164402489,100.388593427059,23626.2833146402,23626283.3146402,no,None,98.344915965716,721.611419825646,50.1009305739406,16.5188676149543,yes
80,14.5010955067607,98.2854986801419,A,III,103.607380643904,986.616399756078,96.4290765877317,20678.2264117172,20678226.4117172,yes,critical,95.3998841258718,712.379343424392,48.263901616708,14.7773089226489,yes
81,27.5635350490246,100.852530589072,B,IV,104.275248465386,928.450746432212,98.443744365272,76632.4312906878,76632431.2906878,yes,minor,93.4662646083354,694.038812700033,51.2368440198573,26.3093218200328,no
82,21.2896071876602,99.4303274738305,B,IV,99.1049904225533,995.182297185873,100.912169010398,45077.8801214589,45077880.1214589,no,None,98.8162206424942,723.569718419422,49.5479529371848,18.9601519742642,yes
83,20.4422011457979,98.7712629160603,B,IV,103.958272130844,980.894038091621,101.877441539597,41286.5941919627,41286594.1919627,no,None,95.8177520906581,683.530472061549,49.7836980500378,21.8600584353873,yes
84,19.3955173123046,98.310218335685,B,IV,104.478044919075,974.08733577688,99.8483946944802,36992.2972683785,36992297.2683785,no,None,94.3602590450973,703.698085314124,49.56725352592,23.6464640330466,no
85,14.0283555241974,100.307389914438,A,III,94.1431182982462,1176.34558232906,100.372647282623,19747.2744934365,19747274.4934365,no,None,93.4043910761433,709.819901027312,53.5762883849386,13.0859129176266,no
86,23.0599844902019,98.2971354484436,B,III,102.472593783955,861.899435804111,101.327340346574,52280.8051720283,52280805.1720283,no,None,96.4870316551971,702.07702735224,52.6481582315975,21.6887454696498,no
87,18.9143007712674,99.2041578541142,A,I,95.3660213181865,1065.46635490474,92.8470877941511,35500.7513632188,35500751.3632188,yes,critical,95.2020211533311,725.573997889042,50.1257291455875,18.9185848179224,no
88,19.0862164683404,98.1200455474381,A,I,101.002895462792,986.542311676901,101.457851282573,35751.1565452218,35751156.5452218,no,None,98.3112380293775,677.731339098266,51.9981078836864,18.3192150704987,no
89,24.6667316428558,97.2234925171612,A,III,98.5071322291988,973.620621316864,99.7202909851901,59165.7542347685,59165754.2347685,yes,minor,97.6063040381414,681.795943477762,51.3081510346612,25.6799519741572,yes
90,24.1088655525412,101.910369177727,A,II,99.42794824708,1049.68741052984,103.163833257355,59243.9147140557,59243914.7140557,no,None,98.1588105958843,707.683201105752,51.2010328877673,23.0960056169209,no
91,26.9605818796714,97.3650090599352,A,I,102.658000957519,921.688555507845,97.7500818373738,70783.3884984158,70783388.4984158,yes,severe,96.2789840203255,686.261322043515,45.7600280218157,30.2304068832967,yes
92,17.6191303847266,100.146058292319,C,II,99.5789630035842,1130.92479301675,97.4076596508795,31098.730711646,31098730.711646,no,None,98.9134513849437,718.397694425685,52.9300028207902,16.1920281393094,no
93,23.2517428036315,98.8636283028633,A,IV,95.3363039016821,1026.12794043872,97.018463017825,53459.137598351,53459137.598351,yes,severe,95.1149288688482,663.017339602606,49.2748088685903,25.2835754724574,no
94,26.95555228195,97.8830986624323,C,II,103.815965171898,955.905358351399,101.173414028738,71132.3154997121,71132315.4997121,no,None,95.7609700001916,690.865871825756,51.8651184118432,27.790568487926,yes
95,14.4460556027605,100.518627076834,B,I,96.2773385017738,1248.72157772244,98.9316099072513,20987.937488717,20987937.488717,yes,severe,95.474335933888,643.543181105118,53.6584629066725,13.5560904395753,no
96,15.6960370656108,100.746269009038,C,I,104.381623941625,925.063909750948,98.1770628821122,24830.9353867755,24830935.3867755,no,None,94.9048718720077,756.254991255815,48.8939563572009,16.9726063110435,no
97,14.3413065957312,102.529333538568,A,II,102.038222256927,961.878119842328,99.104341455838,21098.4220968056,21098422.0968056,yes,minor,97.3865053059219,708.612591393775,46.9435782816668,14.9242613893408,no
98,1e+10,100.650449992137,B,III,100.999002963584,971.542649731401,97.9282105913235,1.00650449992137e+22,1.00650449992137e+25,yes,severe,98.455008658059,705.816892718552,53.5148593537902,10000000002.978,yes
99,20.3999127662058,99.7230653609834,B,I,92.1008348013372,774.932336335676,97.2739141199452,41510.7718521674,41510771.8521674,no,None,91.7205805228813,687.789069326002,51.7477825641024,21.0555673183825,yes
100,23.266021698246,105.20493779456,B,I,95.0753154905926,1098.08734239274,95.524721927279,56957.8595909955,56957859.5909955,yes,minor,93.9537369801948,692.053690599213,47.6450970549045,24.9588029638444,yes
101,26.0048268779925,98.6994311430242,A,II,94.5839769176183,905.979692330741,99.0614882807253,66755.8255809108,66755825.5809108,yes,minor,94.3684766493079,646.259187028171,49.0384556139099,25.6625894849868,yes
102,25.2237554358386,97.9936335433733,A,II,94.0793395273209,995.676264994667,103.526708530231,62356.9514117982,62356951.4117982,yes,severe,93.9062106775347,697.63658406915,48.243529849727,23.7418532320701,no
103,14.9839567658008,98.929772174251,C,IV,95.0501097245232,1042.48572109579,100.770743774571,22222.5213239181,22222521.3239181,no,None,95.0077041138901,689.392522225397,49.1556539176222,17.0755028839013,yes
104,1e+10,99.7791708664464,C,II,100.951103924857,1002.53639932172,101.383878473165,9.97791708664464e+21,9.97791708664464e+24,no,None,98.4015598264969,712.96776558555,52.0818399564812,9999999999.56261,yes
105,16.6661329562109,101.200860338627,A,I,99.874141339395,1077.89852158239,93.7326104698336,28119.4018586733,28119401.8586733,no,None,99.0587649551507,682.57210525107,53.1218515416592,16.2502252522477,no
106,20.5275690622803,100.831690119197,A,I,97.3429498237398,1072.33370669496,92.8670453773613,42500.2235706856,42500223.5706856,yes,severe,95.4033766067257,710.110629429728,51.4653480226583,18.4289682216632,no
107,17.8887205906557,99.788498706646,A,IV,103.201599423005,1059.86615076321,98.3171009343312,31942.9620674101,31942962.0674101,yes,critical,95.9911574246777,707.728491348446,45.9965137857316,18.5830710774408,yes
108,19.3882491402251,98.2868749235078,A,II,97.6522760182226,926.854340134279,94.5713418803879,36954.6488189788,36954648.8189788,yes,severe,97.2021905393641,750.083469211864,48.1208728879473,19.9519280429139,yes
109,20.9409651725075,102.254654668644,A,III,98.7316088674143,1055.02745897358,102.007225571032,44850.7140095362,44850714.0095362,yes,minor,98.6630080481446,714.955743850805,49.9148521634495,20.9847200264028,no
110,20.595804789985,101.832563242897,B,II,98.3733513659394,818.518285050583,103.112837956524,43206.3853213904,43206385.3213904,yes,severe,98.3049956934895,729.238907514336,48.5639256118962,20.886905357139,yes
111,19.874537245663,98.5512408145513,A,I,95.552217858478,904.245647063408,102.713499338919,38938.5803395699,38938580.3395699,no,None,94.6739427259623,717.664595470618,47.6042810663258,18.497073072043,yes
112,20.5403636397102,101.373558175149,B,I,106.006254935193,1025.96477417152,99.6175268559102,42779.7715524864,42779771.5524864,yes,severe,92.9255666756767,678.175810615761,50.8491912258692,20.5194151343425,yes
113,17.5728238207667,100.900171583289,B,IV,104.923680179897,992.565593440775,91.3099391942789,31168.833789204,31168833.789204,yes,severe,94.7700079488563,683.621490712296,50.6636100041656,19.4697337550014,no
114,17.4789143465605,102.09044321221,C,IV,94.8460093770096,938.972717485894,103.520270777182,31200.1890371184,31200189.0371184,no,None,94.7218541120999,694.234136821197,50.8787168258509,15.455546881933,yes
115,11.6945046004259,100.299258068875,A,II,99.0233648698852,1131.88133881866,100.798094857402,13727.2620675725,13727262.0675725,yes,minor,98.7411510924344,663.128481619485,51.8103398070062,12.316049729763,no
116,18.0883313656309,97.7178656935986,C,IV,94.1174476776329,934.146094510646,98.1363303920494,31981.8279830654,31981827.9830654,no,None,92.493071446962,730.60096529942,53.0511766837607,13.8101747730939,no
117,17.436748710611,101.604998804839,A,I,101.248546310336,1062.96975133408,101.245215888778,30902.6306490911,30902630.6490911,yes,severe,98.635972976538,697.995468671169,48.3060842320265,21.839148297674,yes
118,33.509455001724,98.5425669380611,B,IV,100.367051182323,989.943244554532,104.18482627387,110663.293450152,110663293.450152,no,None,99.632170253561,701.83581108343,50.5859451439454,32.1260385489974,no
119,1e+10,101.054418571457,C,I,98.4445157957058,1091.40026460357,103.544317666876,1.01054418571457e+22,1.01054418571457e+25,no,None,98.3863999126738,707.417722822541,52.6991599500759,9999999995.76398,yes
120,20.686281092793,103.346957544425,A,IV,94.6306130612211,920.28155903341,102.360257075688,44234.1158002221,44234115.8002221,yes,minor,94.5205618554184,736.476806273206,49.5939072081054,21.1995443745096,yes
121,12.5318746634185,97.1623439594583,C,I,97.8659487747021,1021.61643952746,100.495084356944,15269.5763542841,15269576.3542841,no,None,97.6517624473405,689.965474809606,49.0212741970382,13.3659611436084,yes
122,12.647821292816,103.123821602338,A,II,103.589731945489,933.15412852307,98.8777985422592,16505.8470733421,16505847.0733421,yes,severe,95.5703350804612,669.870604271871,50.276759549762,12.5480672790222,yes
123,20.623511930985,102.706322017836,B,I,94.3713136300325,1009.97645720095,103.685373296094,43695.0704554664,43695070.4554664,yes,severe,93.668120047365,717.791273716924,47.3491175337365,23.1066032777036,no
124,15.0168043255798,98.9426064466169,A,II,96.8753532748313,866.454459425129,91.114748106488,22322.2095567235,22322209.5567235,yes,minor,95.1058804761553,667.012131694971,48.0717148294046,17.3186162510623,yes
125,19.9908869284765,99.4974544490414,A,I,100.268114529132,1036.17466136653,96.7724690070149,39773.3424787069,39773342.4787069,yes,severe,97.9818650344358,694.954752901427,49.9264392418305,20.0670142839128,no
126,17.8587055928709,98.628304627415,C,I,103.354344898581,1048.73040744868,98.72788360054,31464.9522080161,31464952.2080161,no,None,96.2109150332136,702.132043926237,50.280432393135,19.4909851859741,no
127,16.9316419677525,98.8592646954918,B,I,98.0755184183582,839.255127488557,100.480687765334,28350.7592362006,28350759.2362006,no,None,97.3611673203776,650.292672362418,49.4825842965415,20.7646838666616,yes
128,9.87661077290446,101.159262763092,A,I,90.2791231493178,810.926795713863,102.717365920705,9876.88835654075,9876888.35654075,no,None,89.8031030030906,698.620644675371,50.8935798492076,7.77799107288968,yes
129,13.8762602482001,98.2020819894958,C,III,107.839196553585,996.766001965176,99.7861092362125,18918.1251011069,18918125.1011069,no,None,91.6460717512311,733.309410247661,48.3250982610346,15.8020699689827,yes
130,20.8975822055897,99.6193402241744,C,I,96.8197363288051,1001.50880352148,97.1835158471597,43513.7741966812,43513774.1966812,no,None,96.3508417040257,718.56644552686,50.8003098743035,19.6726751680289,yes
131,22.8381029721177,99.7121932453071,B,II,104.388862239207,890.211871021141,93.2755143968387,52017.1479387193,52017147.9387193,no,None,94.3740150572343,717.217689093027,47.1743184843244,24.1480854259778,yes
132,17.5356132322326,99.8068546974249,B,I,96.948150660251,848.11354438839,100.7892979251,30702.4138945066,30702413.8945066,yes,minor,96.4993018602594,698.22236952029,50.2780020729317,17.6925644274615,yes
133,20.0003144203268,100.362893431445,B,III,100.577461184761,1086.77404167605,102.423073628776,40156.7356029103,40156735.6029103,yes,critical,99.164946956889,713.222633701963,48.8299624313554,20.4050713659955,yes
134,25.6144482168998,103.193148418373,A,IV,97.872592500494,955.094846807818,100.97909142097,67714.6910563003,67714691.0563003,yes,severe,97.1559702781125,685.915005161601,50.2789523673559,26.1913467530643,yes
135,27.199278714881,99.0973365202131,B,III,99.8051653336058,942.261108687277,103.539632739313,73323.5968103275,73323596.8103275,no,None,99.5802485077167,743.371185957937,50.7086787444679,27.6168166032198,no
136,14.5144311579709,98.4102395503984,B,I,99.4624971817764,1098.50650809052,97.0564318348583,20743.9128584129,20743912.8584129,no,None,99.202534849109,694.308047697512,47.9022589323766,15.7333080656049,yes
137,19.4134021987491,101.584568699305,A,I,95.6058916178927,1148.82534071282,96.3570543233294,38295.3245416166,38295324.5416166,yes,critical,94.3116714983802,751.572429151156,50.5858833112307,20.8077343271183,yes
138,26.0074920045985,100.760944599522,C,II,99.6006180623457,960.749735391905,100.761834078717,68161.3837915109,68161383.7915109,no,None,98.0538635643083,639.574237757734,51.1519792351359,26.2470520026007,no
139,17.6513520971685,100.471575965985,B,II,99.8726900923351,1047.85479486321,94.7765758546309,31312.7971015267,31312797.1015267,yes,severe,98.9595607988752,686.031423367535,50.9644668551347,19.0816276362003,yes
140,19.737652575305,101.181976527041,A,IV,102.516562868497,998.788898263278,103.846984756414,39428.7985876871,39428798.5876871,yes,critical,95.7061567379454,707.956668832944,53.5997135479833,21.3311788483927,yes
141,19.5694635088146,97.1761395958422,B,III,97.7065717434558,921.254691718886,93.3245370646253,37225.8765488532,37225876.5488532,yes,severe,97.1924549715324,759.436874288321,52.4612614877257,18.6406970794585,no
